temperature,vibration,current,pressure,rpm,load,operating_hours,failure
69.63,1.83,24.92,9.41,1619,94.79,8930,1
64.71,0.56,14.94,7.83,1615,84.52,3815,0
66.07,0.13,26.35,8.89,1502,69.75,5433,0
69.33,0.77,12.96,7.67,1703,52.74,2545,0
31.03,0.35,21.15,9.53,1685,77.64,5835,0
53.55,1.88,22.36,9.16,1556,77.59,8361,0
67.82,2.14,25.05,5.13,1800,67.14,8926,1
60.99,2.43,19.82,7.03,1792,73.87,4199,0
39.26,1.07,12.09,6.6,1623,61.76,8140,0
47.79,0.56,33.48,9.19,1575,70.94,8186,0
42.79,2.31,15.89,8.16,1493,84.91,7743,1
69.48,1.66,28.17,5.52,1703,37.39,8776,1
53.58,2.14,23.12,5.63,1527,45.19,8941,0
62.88,1.31,14.57,5.2,1644,55.17,4224,0
47.22,1.14,15.69,5.74,1794,86.39,2095,0
34.87,2.06,32.35,6.86,1619,35.52,1982,0
41.85,0.44,31.81,9.53,1687,81.7,5056,0
67.53,0.49,28.61,8.54,1560,55.12,3839,0
36.47,0.8,34.52,9.53,1716,41.47,3325,0
66.6,0.51,24.92,6.49,1549,56.79,7437,1
61.95,1.67,11.15,8.36,1752,80.42,1773,0
36.35,0.95,27.85,9.54,1458,51.35,760,0
54.6,0.36,25.37,5.92,1736,36.67,1309,0
47.84,0.56,19.42,9.38,1654,96.04,559,0
31.76,1.75,27.51,7.61,1679,83.01,6325,1
58.31,1.74,15.6,8.41,1518,41.94,4979,0
69.11,2.39,19.17,9.64,1553,52.45,1357,0
41.15,0.71,17.27,5.44,1787,75.82,2414,0
72.94,1.15,34.37,5.47,1734,35.67,1965,0
74.28,2.44,14.62,9.94,1589,66.86,3363,0
50.16,0.87,25.29,9.11,1591,80.63,6603,0
36.63,1.5,32.75,5.61,1463,66.03,2304,0
74.39,0.72,9.03,6.92,1619,60.81,2498,0
65.87,0.2,28.89,7.83,1797,98.68,5265,1
53.93,0.29,23.54,8.73,1684,53.43,3619,0
60.52,1.07,32.28,7.28,1645,73.1,8820,1
32.87,1.03,30.79,9.01,1761,90.24,894,0
72.5,1.33,12.96,7.98,1612,75.39,3283,0
67.6,0.25,29.06,7.31,1575,49.65,3537,0
68.59,1.05,33.61,9.81,1554,88.48,8593,1
69.78,0.2,15.89,7.99,1741,41.31,4377,0
55.37,1.18,23.12,6.75,1621,83.03,6409,0
38.44,0.11,12.68,7.37,1744,66.76,731,0
65.49,2.36,18.43,7.78,1518,51.29,1504,0
55.55,1.73,25.45,7.45,1519,48.29,2143,0
50.42,1.53,20.66,5.98,1711,35.04,3691,0
64.8,0.35,21.32,8.47,1451,93.46,4748,0
64.37,0.36,8.11,7.44,1679,54.85,7243,0
72.1,2.32,30.52,6.42,1632,67.0,4417,1
37.43,1.93,23.92,8.97,1791,40.75,1617,0
58.93,2.08,30.64,7.15,1721,83.31,2354,1
54.35,1.98,14.4,8.5,1728,67.99,7514,0
68.31,1.2,30.18,8.89,1698,80.33,4962,0
73.23,0.16,33.85,9.85,1497,60.28,4168,0
35.07,1.36,26.12,5.64,1538,65.19,6229,0
47.97,0.37,29.88,7.85,1552,40.29,3859,0
67.93,0.27,9.69,6.94,1577,51.16,4038,0
52.97,1.1,16.3,5.67,1500,41.68,4181,0
52.68,0.73,32.49,9.59,1467,35.0,2574,0
55.92,2.1,30.21,9.96,1739,46.3,797,0
43.86,1.62,34.25,5.21,1690,85.25,226,1
30.87,0.67,11.41,8.29,1707,83.24,958,0
45.31,1.29,34.66,8.5,1508,58.58,7044,0
41.23,1.0,17.03,7.97,1622,80.74,8733,0
52.85,2.05,15.71,6.84,1498,74.56,8037,0
37.43,2.42,13.6,8.65,1663,82.42,4540,0
33.83,0.23,12.26,8.08,1574,76.23,8574,0
53.33,0.56,18.94,8.25,1635,93.63,5061,0
36.65,1.73,27.53,8.04,1754,90.2,8897,1
31.31,0.66,25.54,5.89,1784,81.57,3984,0
38.77,1.48,31.3,6.58,1469,79.05,433,0
54.41,0.42,23.95,8.99,1697,40.4,5825,0
74.11,2.1,10.95,9.91,1665,35.06,1428,0
42.84,1.97,29.13,7.37,1785,96.35,4060,1
32.17,1.54,29.12,6.78,1597,67.87,6014,0
35.92,1.82,13.2,9.79,1660,41.61,8530,0
39.07,1.28,11.12,9.36,1776,92.97,607,0
56.13,0.68,24.02,6.21,1704,40.6,6880,0
38.83,1.91,16.8,8.84,1689,51.12,4425,0
50.84,1.2,22.93,5.12,1721,89.85,3505,0
35.45,2.09,27.52,6.33,1669,90.45,5367,1
43.41,0.59,32.79,7.22,1727,94.08,7580,1
62.05,1.97,15.0,8.44,1587,49.47,6718,1
32.58,1.85,26.12,7.51,1603,74.77,3321,0
48.25,0.9,20.71,6.47,1777,95.63,2921,0
52.08,1.13,32.83,7.92,1789,50.52,5326,0
51.32,1.17,33.37,8.63,1451,94.31,3449,0
62.78,0.75,28.19,5.51,1491,48.93,4166,0
73.1,1.25,34.41,5.24,1680,98.02,7721,1
57.51,1.86,30.14,5.2,1631,48.74,2190,0
39.83,1.34,20.57,6.03,1658,82.01,1597,0
49.69,1.91,8.1,7.18,1641,38.86,6741,0
66.38,0.34,22.18,8.67,1652,40.94,1289,0
36.45,1.75,17.87,7.62,1543,93.12,6538,1
51.89,0.89,24.14,7.3,1584,36.25,4091,0
62.29,2.4,15.03,8.53,1684,90.55,7643,1
53.66,1.42,28.99,6.66,1661,62.27,3011,0
45.39,1.42,26.11,6.62,1702,41.31,6498,0
37.12,1.41,33.19,8.71,1482,59.05,8933,1
60.31,0.31,29.38,5.22,1702,64.69,7935,1
54.95,2.14,20.13,6.96,1762,41.2,901,0
35.84,1.1,29.94,7.44,1505,62.36,8327,0
73.3,1.5,21.69,6.12,1655,67.32,1098,0
34.68,1.02,28.48,6.51,1549,84.5,4493,0
71.16,0.22,24.56,5.09,1610,48.34,8662,1
31.7,1.16,25.08,9.08,1773,43.15,2948,0
37.64,1.96,16.78,9.84,1800,97.42,5325,0
34.43,1.09,27.26,6.62,1571,68.64,608,0
70.32,1.6,27.97,9.05,1463,71.69,6556,1
42.53,2.1,26.71,8.34,1480,76.1,3098,0
60.53,0.54,19.0,7.43,1561,85.56,4417,0
33.1,1.44,22.89,9.83,1681,46.44,8117,0
68.01,2.3,21.05,9.0,1745,90.45,6470,1
61.31,1.36,28.37,5.29,1722,92.75,166,1
57.17,1.63,22.93,6.46,1490,56.98,2972,0
58.94,2.38,17.95,5.84,1570,86.22,8990,1
74.63,1.48,30.84,9.99,1559,35.43,2427,1
50.28,1.0,9.03,5.63,1554,67.36,690,0
38.07,0.79,9.54,6.0,1762,98.93,8991,0
39.71,2.31,25.68,5.48,1672,82.72,2203,1
45.29,0.85,16.79,8.84,1690,95.41,2664,0
40.89,1.47,24.17,7.96,1679,95.95,2668,1
52.64,0.45,9.09,7.49,1729,48.63,1067,0
55.66,1.85,18.7,6.09,1755,95.31,2652,0
68.99,1.95,33.57,7.22,1682,49.32,5670,1
41.21,2.38,13.31,7.59,1796,57.18,1148,0
39.72,0.32,17.34,7.84,1666,36.44,6741,0
40.36,1.34,26.45,9.73,1665,74.55,1974,0
35.75,0.74,31.87,7.78,1720,46.18,6921,0
66.19,1.05,22.68,7.23,1622,35.45,8771,0
67.49,0.37,18.62,8.3,1533,38.57,2260,0
31.36,2.2,29.9,7.56,1672,98.93,1066,1
38.42,0.39,33.4,8.41,1545,68.16,1156,0
30.09,1.99,25.98,8.79,1516,85.21,3446,1
62.15,1.39,8.53,5.72,1660,86.93,2642,1
34.77,0.28,34.0,7.25,1698,86.29,4938,0
39.99,0.87,16.93,8.59,1670,63.92,5272,0
38.66,1.09,18.32,6.88,1640,74.16,100,0
34.53,0.75,32.3,6.88,1612,58.05,1371,0
74.68,1.7,9.54,7.8,1670,51.96,2419,0
68.77,0.36,31.48,7.99,1623,36.42,4289,0
51.85,1.52,18.69,9.3,1584,56.34,3128,0
58.77,0.91,27.89,5.82,1482,61.66,5735,0
66.74,0.48,28.97,5.29,1680,99.64,8596,1
69.34,0.3,18.71,7.84,1681,56.27,4511,0
38.72,1.32,29.99,8.88,1750,65.77,5927,0
48.49,1.38,14.02,5.48,1755,40.24,642,0
46.81,1.17,13.27,9.29,1730,80.79,6456,0
73.65,1.5,17.25,5.48,1578,98.13,2441,1
45.93,1.61,14.94,6.97,1615,61.83,7962,0
35.67,0.81,10.77,7.55,1503,61.89,6136,0
51.28,2.41,23.45,9.37,1742,88.77,6859,1
51.75,1.75,32.14,5.6,1529,83.45,4824,1
74.02,1.57,12.51,5.28,1609,72.49,2707,0
46.89,1.48,28.72,8.66,1737,55.54,5916,0
51.54,0.5,26.57,9.05,1774,75.95,7757,0
51.81,1.65,15.69,6.44,1769,97.43,5796,0
45.8,0.61,22.56,9.2,1778,76.54,1324,0
52.0,1.55,29.88,5.48,1788,43.11,1799,0
60.41,0.68,21.16,8.79,1657,99.88,6890,1
58.43,1.63,23.35,5.22,1737,54.48,3361,0
69.14,1.36,12.51,5.92,1508,83.32,6232,1
50.59,2.42,10.84,5.61,1503,56.57,1643,0
63.21,1.25,8.6,5.89,1712,45.97,3962,0
70.7,1.43,32.3,7.89,1465,61.28,2029,1
36.95,1.73,13.26,9.77,1645,78.18,3757,0
70.75,2.39,20.8,7.12,1747,96.96,2581,1
38.41,0.58,13.85,9.39,1482,56.87,7381,0
55.67,1.07,11.33,6.82,1453,55.28,6375,0
44.68,1.83,32.14,6.81,1457,69.08,7227,1
43.11,0.86,25.91,7.37,1581,72.86,4380,0
52.2,0.55,30.2,8.06,1722,38.01,8361,0
58.33,0.5,33.67,8.33,1714,46.36,6083,0
47.22,0.55,24.63,8.91,1620,71.73,3258,0
55.28,1.64,27.79,5.26,1510,71.37,4628,0
68.5,1.95,13.69,9.31,1470,43.2,8421,1
37.55,1.04,16.31,7.5,1771,70.23,4749,0
41.16,0.49,9.02,7.57,1771,58.89,1785,0
54.49,0.1,26.25,8.16,1685,86.75,5906,0
61.28,0.82,28.82,6.53,1576,49.59,6004,0
48.68,1.62,15.2,9.41,1747,75.25,5641,0
49.44,1.75,26.26,6.42,1763,41.9,6772,1
48.32,2.1,19.36,5.43,1550,66.98,5483,0
51.24,0.71,20.6,7.94,1620,83.54,4439,0
34.79,0.32,21.76,9.94,1653,88.73,310,0
62.7,1.11,22.41,8.08,1556,53.67,1668,0
58.94,1.81,30.76,7.71,1578,52.34,4105,1
36.87,0.2,30.08,7.69,1454,46.88,408,0
61.64,0.55,26.19,8.4,1508,43.49,7872,1
34.1,1.3,34.91,6.62,1671,90.67,4901,1
64.58,2.33,10.31,5.65,1561,98.61,6365,1
62.37,1.42,23.56,9.81,1558,75.81,712,0
58.23,1.85,11.51,5.63,1568,43.94,5947,0
36.78,2.39,27.19,6.5,1782,40.0,3442,0
64.19,1.58,12.72,8.37,1454,39.79,752,0
70.68,2.2,19.45,7.79,1556,35.51,3655,0
38.5,2.43,30.05,6.3,1655,67.66,5056,0
32.89,2.48,12.22,7.23,1555,97.43,4378,0
63.4,1.53,26.06,5.04,1556,59.88,1121,1
54.87,2.23,14.97,9.92,1777,75.42,1405,0
60.46,1.31,22.4,6.73,1485,80.41,4667,0
60.9,1.2,17.93,6.42,1710,62.73,839,0
52.59,1.81,26.25,5.96,1682,92.6,4175,1
62.42,2.05,30.71,7.45,1746,61.71,6263,1
68.87,0.39,14.02,7.4,1738,52.71,2736,0
58.46,1.1,18.56,7.53,1493,70.98,7600,0
36.4,2.42,28.54,8.44,1637,51.33,6601,1
40.39,1.98,32.02,5.17,1566,56.29,3735,0
54.02,1.77,34.25,7.29,1574,63.34,3084,0
53.27,2.04,29.47,9.92,1469,99.79,5497,1
70.96,0.11,33.5,9.24,1627,90.26,7625,1
30.2,0.93,34.07,5.88,1462,50.61,1315,0
61.01,2.32,15.93,5.79,1535,46.97,364,0
49.26,0.88,21.81,9.58,1715,58.63,2710,0
72.99,0.65,25.51,8.07,1523,69.46,4950,0
67.95,0.21,14.05,5.52,1523,71.34,8918,0
58.19,1.34,18.0,6.82,1770,68.26,4946,0
67.62,0.96,22.93,8.66,1737,51.52,2705,0
47.42,0.89,10.56,7.9,1780,44.2,6851,0
64.79,2.1,31.7,7.81,1489,74.83,3495,1
64.75,1.39,26.44,7.89,1652,51.54,8048,1
31.59,2.01,34.74,9.32,1619,43.74,7598,1
47.76,2.04,15.64,7.95,1520,51.61,8259,0
35.24,0.98,19.67,7.29,1580,35.0,2239,0
47.82,0.31,24.59,6.74,1560,86.89,5944,0
51.47,1.29,11.3,8.36,1574,61.7,2381,0
36.23,1.57,13.04,6.7,1727,74.36,197,0
34.9,0.56,22.16,9.51,1625,77.7,2534,0
36.27,2.01,20.58,7.72,1708,80.68,700,0
41.45,0.12,25.76,5.27,1708,67.45,4102,0
48.37,2.16,17.23,9.19,1739,88.82,5789,0
63.74,1.51,28.03,8.53,1615,50.06,3815,1
71.01,1.57,31.04,9.33,1540,38.34,2260,1
65.48,0.6,34.37,7.97,1659,59.05,5072,0
65.5,1.25,21.74,5.31,1483,87.36,6003,0
32.97,0.16,32.68,9.59,1698,58.82,1868,0
38.32,1.92,31.56,7.89,1631,45.78,7137,1
73.18,0.8,14.03,6.69,1464,71.23,7563,0
69.95,1.25,17.33,9.44,1689,92.38,779,0
66.43,1.2,8.34,5.24,1483,50.23,3397,0
60.88,0.39,27.53,8.55,1676,60.4,6981,1
58.54,0.77,19.24,5.9,1512,84.96,1804,0
50.54,1.11,29.73,7.33,1638,82.86,6167,0
50.65,1.93,11.06,7.33,1647,96.76,8416,1
40.66,2.31,19.53,7.36,1664,70.63,3810,0
60.94,0.21,20.34,6.51,1697,63.88,5506,0
74.72,1.02,26.72,8.59,1530,36.48,554,0
70.59,1.43,11.25,6.29,1575,67.88,4466,0
56.87,0.25,16.91,7.29,1533,81.87,4249,0
73.96,2.36,9.56,5.59,1688,62.07,3115,0
70.67,0.19,13.75,8.8,1509,50.93,5886,0
41.48,1.95,14.08,5.18,1453,84.39,7207,1
36.03,0.36,33.95,5.61,1623,47.45,1913,0
50.94,1.58,18.35,8.95,1671,71.41,2222,0
35.33,2.42,27.34,8.95,1784,55.65,7099,1
34.48,0.44,34.94,6.77,1589,49.41,4477,0
74.57,0.24,13.66,5.32,1633,70.78,5713,0
37.34,2.04,11.73,6.86,1668,91.75,3408,0
59.2,2.29,18.49,8.68,1719,42.86,4407,0
36.52,0.17,24.66,9.29,1695,84.06,5251,0
66.81,0.8,26.54,6.94,1755,55.29,5454,0
63.04,0.58,34.37,8.98,1619,63.2,7852,1
44.23,1.65,8.8,5.95,1627,56.24,3587,0
49.56,1.55,18.64,9.6,1732,45.99,2320,0
70.9,2.34,9.34,6.53,1589,45.04,156,0
63.8,0.65,19.71,6.86,1504,83.89,560,0
64.74,1.46,27.32,5.47,1544,44.06,2318,1
32.63,0.28,9.77,8.82,1694,72.24,5164,0
53.18,2.48,9.51,7.88,1760,68.44,6996,0
62.44,2.32,16.84,7.17,1588,67.65,6277,0
34.3,1.17,31.46,9.5,1766,36.18,8416,0
56.68,0.8,33.47,9.48,1484,47.17,5612,0
40.28,1.72,14.73,9.43,1500,77.91,8359,0
67.27,2.04,15.98,9.07,1720,38.04,2563,0
51.34,2.11,26.38,6.13,1482,78.02,5704,0
56.53,2.16,14.68,5.95,1767,70.86,8417,0
44.26,1.02,11.93,8.24,1751,73.29,8332,0
53.89,1.89,15.49,8.75,1776,83.95,1600,0
61.71,1.23,28.13,7.7,1535,57.37,8785,1
56.3,2.26,34.68,6.1,1533,55.39,7439,1
65.14,1.37,26.97,9.43,1624,58.91,2540,1
52.84,0.67,14.21,7.04,1558,54.85,3969,0
64.01,1.85,14.94,6.18,1744,55.56,3353,0
71.71,1.25,15.81,9.42,1665,56.19,1374,0
39.29,0.64,18.07,9.13,1458,57.39,5608,0
40.67,0.85,30.86,8.34,1457,72.59,3847,0
31.14,1.97,26.67,8.12,1467,39.12,7710,1
40.1,2.04,34.05,5.09,1572,61.36,8035,1
69.68,0.86,17.6,7.71,1590,79.47,2032,0
67.42,2.32,28.94,7.42,1573,71.98,209,1
53.43,1.96,34.87,8.95,1796,59.36,8440,1
71.25,1.69,19.14,5.21,1650,67.6,5360,0
56.64,1.15,13.61,8.11,1696,67.61,2870,0
44.29,0.61,24.49,5.19,1569,58.13,366,0
61.82,1.58,23.8,5.42,1707,74.2,3678,0
69.13,1.37,26.87,6.57,1462,85.64,2215,1
57.45,2.47,29.79,7.07,1563,89.02,8574,1
62.82,0.19,13.68,9.26,1557,96.8,5025,0
46.98,1.72,15.22,7.25,1727,47.22,8420,0
43.13,0.44,29.0,7.38,1573,66.67,6835,0
58.12,0.46,28.34,9.08,1465,38.9,4326,0
57.21,0.49,18.41,8.22,1756,35.07,5285,0
57.77,0.19,9.4,8.0,1479,53.81,3716,0
72.64,1.88,31.71,6.87,1696,49.53,5683,1
62.8,2.47,31.99,5.07,1761,37.42,8261,1
38.77,2.0,11.74,6.33,1482,97.83,3775,0
74.14,0.35,19.11,9.4,1673,55.77,1105,0
69.33,0.18,10.7,8.89,1711,86.02,8632,1
65.69,1.89,14.23,8.89,1614,93.43,344,1
68.3,0.91,22.29,8.01,1458,99.79,6281,0
57.86,1.03,22.82,5.79,1743,91.31,4772,0
41.84,1.43,14.18,9.44,1748,82.85,4878,0
56.88,2.45,28.84,9.41,1601,75.37,5754,0
42.79,1.17,29.76,6.29,1618,88.98,7031,1
30.36,1.87,24.57,9.09,1475,74.46,8174,1
44.2,1.03,10.28,6.61,1517,88.74,3187,0
31.89,0.64,20.75,5.65,1459,63.38,7095,0
32.87,2.0,18.68,6.7,1750,81.07,1761,0
36.0,2.08,20.16,5.95,1463,69.21,4374,0
38.03,2.17,9.12,6.81,1589,47.33,6906,0
69.48,1.35,27.18,6.37,1787,48.89,3051,1
61.97,0.98,30.14,7.4,1622,35.4,8884,1
30.0,1.04,28.46,7.24,1688,92.11,3733,0
47.98,2.3,9.59,8.96,1492,69.34,6055,0
72.19,2.4,17.71,6.31,1523,65.89,8280,1
55.3,1.98,23.87,6.65,1573,36.16,3824,0
63.61,0.49,17.65,6.79,1657,65.27,1003,0
63.48,2.45,21.99,9.4,1584,57.35,5142,0
43.8,0.48,9.44,9.86,1606,92.63,1146,0
69.46,0.92,15.19,7.12,1562,57.85,1663,0
45.83,1.73,10.99,8.97,1661,75.99,3633,0
43.51,1.13,19.57,8.41,1739,42.77,6577,0
37.69,1.55,9.52,7.51,1785,93.38,3364,0
48.97,0.98,30.67,9.3,1582,39.85,5180,0
32.28,1.76,10.56,5.72,1746,58.09,2113,0
61.53,2.41,18.38,9.25,1758,80.48,8113,1
54.26,1.51,12.88,5.01,1696,89.81,6343,0
52.31,0.56,25.57,9.61,1760,93.07,2680,0
66.38,1.99,30.34,8.53,1675,72.52,3253,1
58.32,1.05,30.28,6.6,1455,43.86,7357,1
50.05,1.55,19.2,7.07,1708,85.41,103,0
71.21,1.92,24.43,7.73,1531,51.89,2789,1
44.72,2.02,21.41,5.15,1585,55.07,1686,0
47.91,1.65,34.68,7.61,1468,66.71,617,0
72.76,0.45,8.94,8.11,1768,99.53,446,0
35.18,0.57,13.83,6.65,1681,44.66,4454,0
46.24,1.52,30.45,9.38,1623,87.9,1054,1
69.02,0.43,12.38,5.44,1548,43.65,1279,0
58.84,1.16,9.64,7.27,1458,70.45,2394,0
57.21,0.78,9.78,9.27,1650,80.93,7241,0
61.6,1.28,20.98,7.08,1698,81.0,7604,0
51.34,2.49,28.73,7.42,1681,42.54,8782,1
43.47,1.74,22.53,5.13,1622,68.54,7565,0
48.44,2.22,26.55,7.6,1583,69.42,8242,1
53.27,2.49,15.8,8.65,1662,69.95,2493,0
51.8,2.21,22.41,7.02,1457,49.35,7929,0
73.35,1.17,28.13,5.34,1653,70.02,3117,0
40.11,2.47,18.62,6.25,1565,51.38,3349,0
70.54,2.43,34.4,8.6,1693,56.88,1003,1
47.69,2.32,20.82,8.29,1473,50.49,3092,0
36.09,0.23,20.69,9.18,1506,91.73,6138,0
45.05,0.39,20.76,8.68,1733,42.67,3276,0
56.91,1.7,27.89,5.09,1491,71.08,4385,0
50.14,0.6,24.64,8.22,1487,98.28,5405,0
63.69,0.3,16.59,6.25,1733,47.06,1786,0
57.7,1.08,25.38,8.8,1514,63.96,1387,0
73.73,1.58,24.7,7.26,1528,98.56,8423,1
58.36,2.2,12.32,5.37,1653,99.71,4096,1
62.96,0.34,24.55,7.22,1781,92.73,2413,1
74.68,1.58,17.8,5.7,1530,79.88,2935,0
73.18,1.18,18.03,6.44,1694,88.96,7008,1
30.02,1.06,21.68,5.87,1611,82.14,2283,0
66.73,1.51,9.22,6.16,1496,96.43,1667,1
61.23,1.31,33.55,5.51,1603,61.18,7431,1
64.72,1.97,19.03,6.71,1548,39.52,8611,1
68.39,0.25,11.61,8.73,1657,50.68,1553,0
47.4,1.62,15.22,9.58,1535,97.87,6040,0
66.59,2.42,9.3,5.77,1568,56.06,3142,0
57.32,1.25,25.11,6.57,1546,95.16,1221,0
67.62,1.88,13.34,6.12,1706,89.05,8267,1
60.5,1.97,27.45,8.0,1611,95.89,2031,1
47.11,1.35,14.31,5.48,1697,60.9,4631,0
63.55,0.46,9.62,5.49,1511,70.04,4726,0
65.37,1.55,10.07,9.33,1493,49.67,8214,1
43.0,1.75,13.93,7.88,1617,90.27,639,0
33.0,2.0,13.49,7.08,1592,50.23,7108,0
37.24,1.08,14.44,6.96,1780,90.27,6535,0
56.55,2.01,12.2,8.11,1779,37.13,7011,0
66.78,2.14,9.04,7.06,1665,67.92,8179,1
46.74,0.12,20.25,5.94,1759,60.16,5024,0
49.62,2.17,16.13,9.45,1612,87.74,7183,1
37.06,2.23,15.24,5.51,1588,61.28,1688,0
61.28,1.03,30.46,7.87,1622,66.64,1501,0
30.55,0.76,27.55,9.3,1752,61.29,1378,0
37.46,0.69,20.7,8.64,1769,65.89,1561,0
51.7,0.12,18.14,7.24,1747,90.37,8138,0
59.34,0.97,16.12,8.87,1776,99.23,7303,1
70.2,1.69,10.56,6.1,1459,71.86,5142,0
52.77,1.39,20.21,5.24,1581,93.1,5370,0
37.56,1.02,22.06,7.37,1469,61.67,4406,0
70.87,0.94,13.61,6.76,1756,65.96,1955,0
74.67,2.39,31.48,9.53,1736,37.93,8850,1
74.2,2.17,31.21,8.9,1533,41.39,4480,1
53.72,1.28,22.1,9.19,1468,92.55,4176,0
58.05,0.24,12.07,9.86,1453,88.19,8542,1
30.8,0.78,31.21,8.17,1635,35.26,1055,0
62.96,1.93,23.09,8.36,1591,62.74,8982,1
31.66,0.93,12.63,8.54,1791,71.6,2361,0
63.86,0.81,14.18,8.02,1536,87.76,950,0
40.09,2.43,19.63,6.68,1585,66.01,5539,0
47.42,0.41,32.19,8.3,1580,59.91,626,0
64.53,2.4,17.37,5.22,1732,63.06,2632,0
63.47,2.28,16.51,8.87,1708,42.95,4968,0
43.68,0.79,21.26,9.89,1682,76.58,1182,0
51.3,2.16,24.93,6.84,1658,41.02,5162,0
37.68,2.28,23.85,9.77,1680,37.48,504,0
50.87,0.65,28.17,5.25,1480,93.37,3070,0
71.36,1.98,29.73,8.32,1626,93.58,2012,1
35.28,0.54,16.27,9.65,1712,55.22,1323,0
31.13,0.29,29.24,7.25,1541,85.44,5922,0
43.52,1.91,26.3,6.55,1489,93.33,3872,1
42.51,2.48,17.08,8.71,1645,83.84,939,0
33.14,0.31,14.32,7.25,1656,90.63,1020,0
61.46,2.44,28.47,6.7,1650,85.77,1658,1
56.73,1.19,24.22,6.71,1640,58.93,893,0
32.79,0.71,8.83,5.02,1628,51.7,438,0
33.48,1.52,8.4,8.06,1575,43.43,7520,0
54.57,1.96,8.77,5.13,1776,44.52,8721,0
38.49,1.78,22.47,8.34,1504,86.66,3008,0
60.96,0.27,11.16,6.42,1581,84.78,4045,0
52.68,2.23,22.39,5.24,1512,53.49,8955,0
65.94,2.12,19.97,6.29,1767,70.14,3067,0
64.11,2.29,12.84,6.0,1452,93.73,2396,1
62.98,0.12,8.7,10.0,1751,50.52,927,0
68.53,1.18,10.88,8.74,1527,43.93,8339,0
64.39,0.94,34.53,8.68,1713,89.72,5740,1
67.38,2.14,13.16,6.77,1566,72.66,6116,0
57.1,1.9,17.56,9.41,1756,99.95,8822,1
35.62,1.24,18.44,8.88,1497,53.37,4696,0
62.31,0.39,30.3,8.27,1774,46.4,4359,0
53.37,2.01,15.32,6.98,1456,83.48,7049,1
30.09,1.37,17.52,8.54,1555,93.5,3212,0
30.05,0.99,32.74,5.34,1685,76.99,1724,0
70.96,1.33,9.29,7.09,1711,51.62,1914,0
54.57,2.48,9.86,9.29,1744,37.46,1809,0
51.56,1.83,10.39,7.69,1744,98.81,7684,1
67.01,0.65,19.86,5.43,1516,76.97,1446,0
41.09,2.17,29.27,6.51,1505,54.05,4020,0
41.23,0.46,27.0,6.35,1659,77.95,4435,0
58.08,1.83,16.51,7.73,1773,78.29,5759,0
51.13,0.77,27.57,9.87,1604,92.01,481,0
40.91,0.7,9.93,7.74,1587,52.65,7404,0
59.3,1.21,10.34,5.82,1727,88.67,4495,0
51.81,0.2,13.31,7.73,1574,85.82,1968,0
32.74,0.64,13.68,9.08,1642,62.86,1718,0
72.08,1.39,23.9,9.38,1788,54.27,232,0
40.19,1.65,14.83,6.25,1527,45.52,2285,0
71.43,2.15,30.06,7.44,1709,74.9,3506,1
49.69,1.7,32.45,9.84,1521,77.64,2251,0
34.71,0.25,27.73,7.86,1665,87.57,2924,0
50.43,1.1,12.78,6.22,1664,40.62,831,0
35.98,0.94,20.76,5.05,1714,61.22,2636,0
70.82,1.91,10.12,5.19,1461,47.13,4694,0
37.82,0.9,12.3,5.34,1605,54.18,7867,0
67.59,1.37,8.39,7.3,1710,84.81,6693,1
38.02,1.33,22.5,8.17,1469,78.2,6230,0
68.62,2.16,27.54,8.56,1535,85.83,4950,1
71.01,0.28,33.67,6.43,1650,96.03,6793,1
37.9,0.75,25.33,9.3,1798,56.97,8091,0
34.31,0.7,18.1,7.61,1756,55.41,4853,0
58.53,1.5,10.36,6.65,1727,87.81,1958,1
60.23,1.35,16.36,7.0,1761,44.77,7924,1
35.32,1.53,9.2,8.9,1744,95.35,7232,1
59.42,0.15,12.82,6.7,1786,47.45,3515,0
33.71,1.5,23.07,5.08,1592,56.21,3612,0
39.59,2.4,21.18,7.56,1692,67.08,3251,0
52.18,0.53,27.64,5.15,1777,60.61,942,0
53.62,2.44,27.22,8.65,1600,72.02,3280,0
34.54,2.06,27.58,9.76,1510,58.25,6917,1
41.59,0.16,15.57,9.51,1701,51.67,998,0
59.74,1.79,16.18,9.79,1624,54.35,5575,0
37.54,0.21,32.36,6.07,1797,61.84,7510,0
73.88,1.73,32.43,9.12,1461,40.98,6421,1
42.12,1.66,8.14,9.67,1540,49.59,5436,0
61.12,1.79,33.65,8.46,1484,60.77,8188,1
63.62,1.73,8.48,8.1,1550,64.4,2604,0
42.16,2.38,9.25,7.74,1473,68.34,614,0
60.0,2.38,8.45,8.99,1619,82.93,6710,1
52.7,2.01,32.72,7.97,1577,51.07,6014,0
30.33,1.03,13.04,6.04,1751,75.96,7343,0
65.75,0.75,33.9,5.66,1580,92.01,7497,1
35.7,0.79,9.67,9.37,1645,78.51,7573,0
73.17,2.1,20.31,5.02,1543,88.85,1476,1
70.17,2.35,21.24,5.13,1600,64.32,8094,1
43.87,1.45,26.06,5.63,1559,47.68,2820,0
32.77,2.39,29.64,9.7,1619,57.66,1990,0
40.27,0.44,8.44,9.76,1731,84.84,4774,0
36.71,1.73,17.21,7.87,1755,87.43,7252,1
48.76,1.49,34.73,9.54,1729,82.21,3266,1
45.11,0.4,14.99,7.16,1555,55.79,4688,0
